Hours since 00:00 Jan 1,Lifetime Hourly Data: System power generated (kW)(10000000)
5321.5,4753570
5322.5,367516
5323.5,0
5324.5,0
5325.5,0
5326.5,0
5327.5,0
5328.5,0
5329.5,0
5330.5,0
5331.5,0
5332.5,0
5333.5,743998
5334.5,9550260
5335.5,25259700
5336.5,40859100
5337.5,63353500
5338.5,72521300
5339.5,76359400
5340.5,76158300
5341.5,70210700
5342.5,60526200
5343.5,47228200
5344.5,29661600
5345.5,9970220
5346.5,876421
5347.5,0
5348.5,0
5349.5,0
5350.5,0
5351.5,0
5352.5,0
5353.5,0
5354.5,0
5355.5,0
5356.5,0
5357.5,690839
5358.5,9608060
5359.5,30246700
5360.5,48691500
5361.5,62363400
5362.5,71726400
5363.5,76243000
5364.5,75813100
5365.5,70514000
5366.5,61052800
5367.5,47655100
5368.5,29898500
5369.5,8509050
5370.5,774244
5371.5,0
5372.5,0
5373.5,0
5374.5,0
5375.5,0
5376.5,0
5377.5,0
5378.5,0
5379.5,0
5380.5,0
5381.5,538160
5382.5,9449940
5383.5,29834600
5384.5,47716600
5385.5,61037400
5386.5,70256600
5387.5,74854000
5388.5,74742400
5389.5,69861900
5390.5,51860800
5391.5,41285400
5392.5,24670000
5393.5,8659390
5394.5,648230
5395.5,0
5396.5,0
5397.5,0
5398.5,0
5399.5,0
5400.5,0
5401.5,0
5402.5,0
5403.5,0
5404.5,0
5405.5,535014
5406.5,9229530
5407.5,27948000
5408.5,45228600
5409.5,58567000
5410.5,66614700
5411.5,71117400
5412.5,26148900
5413.5,23037000
5414.5,54786300
5415.5,41778400
5416.5,25620000
5417.5,9492520
5418.5,509433
5419.5,0
5420.5,0
5421.5,0
5422.5,0
5423.5,0
5424.5,0
5425.5,0
5426.5,0
5427.5,0
5428.5,0
5429.5,0
5430.5,1148640
5431.5,8798200
5432.5,5514300
5433.5,6624470
5434.5,12911900
5435.5,34228800
5436.5,59367100
5437.5,14501900
5438.5,25863500
5439.5,33352400
5440.5,24607100
5441.5,8446110
5442.5,503025
5443.5,0
5444.5,0
5445.5,0
5446.5,0
5447.5,0
5448.5,0
5449.5,0
5450.5,0
5451.5,0
5452.5,0
5453.5,457584
5454.5,9036770
5455.5,28650900
5456.5,45792300
5457.5,57251700
5458.5,65124600
5459.5,70163000
5460.5,70672300
5461.5,66357000
5462.5,57688000
5463.5,44604600
5464.5,27905400
5465.5,8862360
5466.5,445061
5467.5,0
5468.5,0
5469.5,0
5470.5,0
5471.5,0
5472.5,0
5473.5,0
5474.5,0
5475.5,0
5476.5,0
5477.5,444528
5478.5,8990350
5479.5,28107900
5480.5,45234800
5481.5,57883800
5482.5,66762700
5483.5,71670700
5484.5,72021900
5485.5,67312300
5486.5,58761600
5487.5,38608800
5488.5,23692800
5489.5,8121350
5490.5,435425
5491.5,0
5492.5,0
5493.5,0
5494.5,0
5495.5,0
5496.5,0
5497.5,0
5498.5,0
5499.5,0
5500.5,0
5501.5,262956
5502.5,6172970
5503.5,6234130
5504.5,30641500
5505.5,29375700
5506.5,11676900
5507.5,34895400
5508.5,52727800
5509.5,67997900
5510.5,59000000
5511.5,45597100
5512.5,28178900
5513.5,8884540
5514.5,404378
5515.5,0
5516.5,0
5517.5,0
5518.5,0
5519.5,0
5520.5,0
5521.5,0
5522.5,0
5523.5,0
5524.5,0
5525.5,408329
5526.5,8034130
5527.5,25243200
5528.5,32268600
5529.5,46325900
5530.5,40738800
5531.5,24215000
5532.5,44548500
5533.5,28207800
5534.5,25352300
5535.5,29853700
5536.5,9016770
5537.5,1666290
5538.5,0
5539.5,0
5540.5,0
5541.5,0
5542.5,0
5543.5,0
5544.5,0
5545.5,0
5546.5,0
5547.5,0
5548.5,0
5549.5,380943
5550.5,8617700
5551.5,24866200
5552.5,41404300
5553.5,55525100
5554.5,18311000
5555.5,23160800
5556.5,3597290
5557.5,46718400
5558.5,49197200
5559.5,41773800
5560.5,24286100
5561.5,8353110
5562.5,223115
5563.5,0
5564.5,0
5565.5,0
5566.5,0
5567.5,0
5568.5,0
5569.5,0
5570.5,0
5571.5,0
5572.5,0
5573.5,313781
5574.5,8881930
5575.5,29578700
5576.5,48158400
5577.5,62281200
5578.5,71460200
5579.5,75622900
5580.5,74840200
5581.5,69475100
5582.5,60250300
5583.5,46618200
5584.5,28567600
5585.5,7960250
5586.5,320175
5587.5,0
5588.5,0
5589.5,0
5590.5,0
5591.5,0
5592.5,0
5593.5,0
5594.5,0
5595.5,0
5596.5,0
5597.5,0
5598.5,6584510
5599.5,24724800
5600.5,40560900
5601.5,58745400
5602.5,67658900
5603.5,72476900
5604.5,55359400
5605.5,51593900
5606.5,44149500
5607.5,30573600
5608.5,19358600
5609.5,7141430
5610.5,278880
5611.5,0
5612.5,0
5613.5,0
5614.5,0
5615.5,0
5616.5,0
5617.5,0
5618.5,0
5619.5,0
5620.5,0
5621.5,325687
5622.5,8529480
5623.5,27175800
5624.5,44751300
5625.5,57875700
5626.5,65775700
5627.5,70451200
5628.5,70210200
5629.5,65225600
5630.5,56457600
5631.5,43522100
5632.5,26012600
5633.5,7821730
5634.5,196593
5635.5,0
5636.5,0
5637.5,0
5638.5,0
5639.5,0
5640.5,0
5641.5,0
5642.5,0
5643.5,0
5644.5,0
5645.5,0
5646.5,104882
5647.5,3223760
5648.5,41675800
5649.5,54563100
5650.5,58956100
5651.5,68679900
5652.5,28276500
5653.5,47621400
5654.5,48531900
5655.5,660887
5656.5,3658840
5657.5,6151930
5658.5,0
5659.5,0
5660.5,0
5661.5,0
5662.5,0
5663.5,0
5664.5,0
5665.5,0
5666.5,0
5667.5,0
5668.5,0
5669.5,0
5670.5,5448990
5671.5,5167430
5672.5,3424120
5673.5,2445840
5674.5,19782500
5675.5,22920200
5676.5,18875400
5677.5,30370100
5678.5,6426100
5679.5,25344000
5680.5,8925090
5681.5,3207260
5682.5,0
5683.5,0
5684.5,0
5685.5,0
5686.5,0
5687.5,0
5688.5,0
5689.5,0
5690.5,0
5691.5,0
5692.5,0
5693.5,0
5694.5,2473290
5695.5,13539200
5696.5,6751710
5697.5,17380600
5698.5,16011200
5699.5,8023740
5700.5,20008200
5701.5,12693400
5702.5,13530200
5703.5,19922500
5704.5,555062
5705.5,165420
5706.5,0
5707.5,0
5708.5,0
5709.5,0
5710.5,0
5711.5,0
5712.5,0
5713.5,0
5714.5,0
5715.5,0
5716.5,0
5717.5,0
5718.5,4905300
5719.5,957950
5720.5,5181350
5721.5,14545300
5722.5,12962100
5723.5,11994300
5724.5,9148620
5725.5,10989000
5726.5,6101450
5727.5,5071720
5728.5,3641630
5729.5,4072300
5730.5,0
5731.5,0
5732.5,0
5733.5,0
5734.5,0
5735.5,0
5736.5,0
5737.5,0
5738.5,0
5739.5,0
5740.5,0
5741.5,0
5742.5,0
5743.5,5533730
5744.5,2129420
5745.5,17904200
5746.5,24321100
5747.5,15781800
5748.5,43680500
5749.5,30357200
5750.5,31690500
5751.5,29969500
5752.5,16702000
5753.5,4498360
5754.5,0
5755.5,0
5756.5,0
5757.5,0
5758.5,0
5759.5,0
5760.5,0
5761.5,0
5762.5,0
5763.5,0
5764.5,0
5765.5,0
5766.5,817143
5767.5,1707550
5768.5,1552290
5769.5,2684930
5770.5,9433840
5771.5,1780520
5772.5,11513900
5773.5,4237590
5774.5,9823950
5775.5,3476470
5776.5,7490910
5777.5,3476600
5778.5,0
5779.5,0
5780.5,0
5781.5,0
5782.5,0
5783.5,0
5784.5,0
5785.5,0
5786.5,0
5787.5,0
5788.5,0
5789.5,0
5790.5,1167900
5791.5,2492630
5792.5,4118270
5793.5,7814090
5794.5,8606310
5795.5,28288100
5796.5,32916800
5797.5,28380500
5798.5,21457600
5799.5,18085100
5800.5,16640700
5801.5,6343860
5802.5,0
5803.5,0
5804.5,0
5805.5,0
5806.5,0
5807.5,0
5808.5,0
5809.5,0
5810.5,0
5811.5,0
5812.5,0
5813.5,0
5814.5,5073380
5815.5,19246700
5816.5,25407800
5817.5,44767000
5818.5,40910000
5819.5,46472300
5820.5,57360100
5821.5,51121600
5822.5,55423800
5823.5,41866200
5824.5,14895900
5825.5,4931540
5826.5,0
5827.5,0
5828.5,0
5829.5,0
5830.5,0
5831.5,0
5832.5,0
5833.5,0
5834.5,0
5835.5,0
5836.5,0
5837.5,0
5838.5,7533100
5839.5,23842300
5840.5,41728300
5841.5,54454600
5842.5,63284600
5843.5,22212600
5844.5,22030100
5845.5,38658700
5846.5,26113900
5847.5,25964900
5848.5,14018700
5849.5,5834630
5850.5,0
5851.5,0
5852.5,0
5853.5,0
5854.5,0
5855.5,0
5856.5,0
5857.5,0
5858.5,0
5859.5,0
5860.5,0
5861.5,0
5862.5,6643410
5863.5,18564700
5864.5,32564500
5865.5,48650000
5866.5,56705700
5867.5,18185500
5868.5,18057200
5869.5,16601500
5870.5,53525400
5871.5,39468000
5872.5,16517300
5873.5,4187660
5874.5,0
5875.5,0
5876.5,0
5877.5,0
5878.5,0
5879.5,0
5880.5,0
5881.5,0
5882.5,0
5883.5,0
5884.5,0
5885.5,0
5886.5,8211480
5887.5,27217600
5888.5,44934000
5889.5,55342100
5890.5,57223600
5891.5,61922200
5892.5,67323500
5893.5,61709800
5894.5,27677800
5895.5,37646800
5896.5,21407700
5897.5,5471100
5898.5,0
5899.5,0
5900.5,0
5901.5,0
5902.5,0
5903.5,0
5904.5,0
5905.5,0
5906.5,0
5907.5,0
5908.5,0
5909.5,0
5910.5,8105900
5911.5,27571600
5912.5,44831700
5913.5,57856600
5914.5,66904300
5915.5,71822600
5916.5,71588100
5917.5,66963900
5918.5,56494500
5919.5,41549300
5920.5,22349500
5921.5,5286540
5922.5,0
5923.5,0
5924.5,0
5925.5,0
5926.5,0
5927.5,0
5928.5,0
5929.5,0
5930.5,0
5931.5,0
5932.5,0
5933.5,0
5934.5,7520620
5935.5,24876300
5936.5,42032100
5937.5,55401200
5938.5,65312000
5939.5,69561900
5940.5,69225500
5941.5,62962700
5942.5,52269300
5943.5,31270200
5944.5,20210700
5945.5,4602530
5946.5,0
5947.5,0
5948.5,0
5949.5,0
5950.5,0
5951.5,0
5952.5,0
5953.5,0
5954.5,0
5955.5,0
5956.5,0
5957.5,0
5958.5,2812850
5959.5,5843180
5960.5,13160300
5961.5,22641600
5962.5,66389600
5963.5,70552300
5964.5,69640900
5965.5,41748400
5966.5,4263730
5967.5,21761600
5968.5,5809870
5969.5,2013850
5970.5,0
5971.5,0
5972.5,0
5973.5,0
5974.5,0
5975.5,0
5976.5,0
5977.5,0
5978.5,0
5979.5,0
5980.5,0
5981.5,0
5982.5,7743880
5983.5,27513600
5984.5,46618300
5985.5,61145000
5986.5,70539100
5987.5,74382500
5988.5,73219900
5989.5,66928200
5990.5,45768500
5991.5,32382600
5992.5,22515300
5993.5,4095100
5994.5,0
5995.5,0
5996.5,0
5997.5,0
5998.5,0
5999.5,0
6000.5,0
6001.5,0
6002.5,0
6003.5,0
6004.5,0
6005.5,0
6006.5,8047890
6007.5,28851400
6008.5,35527300
6009.5,43964700
6010.5,34395600
6011.5,35624200
6012.5,36987400
6013.5,33585000
6014.5,13523100
6015.5,12391800
6016.5,12246100
6017.5,2515360
6018.5,0
6019.5,0
6020.5,0
6021.5,0
6022.5,0
6023.5,0
6024.5,0
6025.5,0
6026.5,0
6027.5,0
6028.5,0
6029.5,0
6030.5,7602370
6031.5,18274800
6032.5,27169400
6033.5,29743000
6034.5,34433700
6035.5,45504500
6036.5,42671300
6037.5,19456300
6038.5,11128200
6039.5,10774200
6040.5,360338
6041.5,2449880
6042.5,0
6043.5,0
6044.5,0
6045.5,0
6046.5,0
6047.5,0
6048.5,0
6049.5,0
6050.5,0
6051.5,0
6052.5,0
6053.5,0
6054.5,7735390
6055.5,27671400
6056.5,46274100
6057.5,60155200
6058.5,68970500
6059.5,72662400
6060.5,63147700
6061.5,56473900
6062.5,39131300
6063.5,40874000
6064.5,21367000
6065.5,3633780
6066.5,0
6067.5,0
6068.5,0
6069.5,0
6070.5,0
6071.5,0
6072.5,0
6073.5,0
6074.5,0
6075.5,0
6076.5,0
6077.5,0
6078.5,5035460
6079.5,5370500
6080.5,21220400
6081.5,25215700
6082.5,47150700
6083.5,15117100
6084.5,9398720
6085.5,13285100
6086.5,46724400
6087.5,13644000
6088.5,4576160
6089.5,3709350
6090.5,0
6091.5,0
6092.5,0
6093.5,0
6094.5,0
6095.5,0
6096.5,0
6097.5,0
6098.5,0
6099.5,0
6100.5,0
6101.5,0
6102.5,3751060
6103.5,15095000
6104.5,48793400
6105.5,62590700
6106.5,72174700
6107.5,75841800
6108.5,74431600
6109.5,67760000
6110.5,57120300
6111.5,42505100
6112.5,18992000
6113.5,3912060
6114.5,0
6115.5,0
6116.5,0
6117.5,0
6118.5,0
6119.5,0
6120.5,0
6121.5,0
6122.5,0
6123.5,0
6124.5,0
6125.5,0
6126.5,753291
6127.5,3650380
6128.5,5094600
6129.5,10381300
6130.5,12743600
6131.5,29070800
6132.5,14372300
6133.5,7839370
6134.5,5574910
6135.5,9696170
6136.5,2275520
6137.5,900042
6138.5,0
6139.5,0
6140.5,0
6141.5,0
6142.5,0
6143.5,0
6144.5,0
6145.5,0
6146.5,0
6147.5,0
6148.5,0
6149.5,0
6150.5,8524880
6151.5,31544800
6152.5,51540600
6153.5,65880000
6154.5,74572500
6155.5,76359400
6156.5,58282100
6157.5,52390200
6158.5,46875900
6159.5,37437200
6160.5,8471920
6161.5,2758560
6162.5,0
6163.5,0
6164.5,0
6165.5,0
6166.5,0
6167.5,0
6168.5,0
6169.5,0
6170.5,0
6171.5,0
6172.5,0
6173.5,0
6174.5,7967600
6175.5,29317100
6176.5,48590400
6177.5,62308500
6178.5,71067100
6179.5,63726200
6180.5,71691700
6181.5,66188500
6182.5,56859200
6183.5,41734600
6184.5,21445200
6185.5,3128270
6186.5,0
6187.5,0
6188.5,0
6189.5,0
6190.5,0
6191.5,0
6192.5,0
6193.5,0
6194.5,0
6195.5,0
6196.5,0
6197.5,0
6198.5,102050
6199.5,435575
6200.5,4724300
6201.5,2787110
6202.5,19303100
6203.5,53154800
6204.5,52596700
6205.5,6607050
6206.5,23250600
6207.5,14327800
6208.5,4332650
6209.5,2823290
6210.5,0
6211.5,0
6212.5,0
6213.5,0
6214.5,0
6215.5,0
6216.5,0
6217.5,0
6218.5,0
6219.5,0
6220.5,0
6221.5,0
6222.5,7864600
6223.5,29487500
6224.5,48410500
6225.5,61447000
6226.5,69764500
6227.5,58448200
6228.5,57876100
6229.5,67517400
6230.5,57340100
6231.5,41736600
6232.5,21280100
6233.5,2747580
6234.5,0
6235.5,0
6236.5,0
6237.5,0
6238.5,0
6239.5,0
6240.5,0
6241.5,0
6242.5,0
6243.5,0
6244.5,0
6245.5,0
6246.5,7458280
6247.5,28218600
6248.5,47105900
6249.5,61325300
6250.5,70282200
6251.5,73796400
6252.5,29781200
6253.5,26757400
6254.5,21818200
6255.5,40252600
6256.5,20111100
6257.5,2388510
6258.5,0
6259.5,0
6260.5,0
6261.5,0
6262.5,0
6263.5,0
6264.5,0
6265.5,0
6266.5,0
6267.5,0
6268.5,0
6269.5,0
6270.5,7257280
6271.5,28451500
6272.5,48583900
6273.5,63194700
6274.5,72647900
6275.5,76359400
6276.5,63282700
6277.5,57552300
6278.5,47882100
6279.5,41161400
6280.5,20309400
6281.5,2128180
6282.5,0
6283.5,0
6284.5,0
6285.5,0
6286.5,0
6287.5,0
6288.5,0
6289.5,0
6290.5,0
6291.5,0
6292.5,0
6293.5,0
6294.5,2087860
6295.5,14793600
6296.5,45415200
6297.5,60289800
6298.5,69555400
6299.5,73753700
6300.5,72709500
6301.5,66268200
6302.5,42403900
6303.5,38854800
6304.5,18174000
6305.5,1548090
6306.5,0
6307.5,0
6308.5,0
6309.5,0
6310.5,0
6311.5,0
6312.5,0
6313.5,0
6314.5,0
6315.5,0
6316.5,0
6317.5,0
6318.5,6289820
6319.5,13453700
6320.5,15208700
6321.5,32316400
6322.5,29496300
6323.5,22285100
6324.5,26013400
6325.5,26337400
6326.5,22338800
6327.5,17810700
6328.5,2789830
6329.5,119069
6330.5,0
6331.5,0
6332.5,0
6333.5,0
6334.5,0
6335.5,0
6336.5,0
6337.5,0
6338.5,0
6339.5,0
6340.5,0
6341.5,0
6342.5,7056490
6343.5,28405400
6344.5,48342700
6345.5,62968800
6346.5,19145500
6347.5,20477000
6348.5,20232700
6349.5,69777900
6350.5,58457300
6351.5,41993900
6352.5,14446500
6353.5,1219840
6354.5,0
6355.5,0
6356.5,0
6357.5,0
6358.5,0
6359.5,0
6360.5,0
6361.5,0
6362.5,0
6363.5,0
6364.5,0
6365.5,0
6366.5,7324690
6367.5,29174300
6368.5,48319700
6369.5,61304200
6370.5,69854100
6371.5,72478700
6372.5,71161500
6373.5,65676500
6374.5,36076500
6375.5,25493400
6376.5,12402600
6377.5,1045620
6378.5,0
6379.5,0
6380.5,0
6381.5,0
6382.5,0
6383.5,0
6384.5,0
6385.5,0
6386.5,0
6387.5,0
6388.5,0
6389.5,0
6390.5,3723700
6391.5,17421900
6392.5,29897700
6393.5,44692200
6394.5,53772200
6395.5,55507000
6396.5,49024400
6397.5,44999700
6398.5,22367900
6399.5,16193900
6400.5,7631350
6401.5,347879
6402.5,0
6403.5,0
6404.5,0
6405.5,0
6406.5,0
6407.5,0
6408.5,0
6409.5,0
6410.5,0
6411.5,0
6412.5,0
6413.5,0
6414.5,0
6415.5,2032270
6416.5,8489270
6417.5,692003
6418.5,9850570
6419.5,12303600
6420.5,11925800
6421.5,25446800
6422.5,9102480
6423.5,5226360
6424.5,5117270
6425.5,727901
6426.5,0
6427.5,0
6428.5,0
6429.5,0
6430.5,0
6431.5,0
6432.5,0
6433.5,0
6434.5,0
6435.5,0
6436.5,0
6437.5,0
6438.5,6578260
6439.5,27821300
6440.5,47250600
6441.5,61593100
6442.5,70762800
6443.5,74207500
6444.5,72384400
6445.5,65929400
6446.5,54826000
6447.5,39041000
6448.5,18285900
6449.5,663635
6450.5,0
6451.5,0
6452.5,0
6453.5,0
6454.5,0
6455.5,0
6456.5,0
6457.5,0
6458.5,0
6459.5,0
6460.5,0
6461.5,0
6462.5,6635590
6463.5,28181700
6464.5,47510200
6465.5,60658500
6466.5,68724800
6467.5,71566000
6468.5,69507800
6469.5,63088900
6470.5,52458000
6471.5,37876100
6472.5,17603100
6473.5,531077
6474.5,0
6475.5,0
6476.5,0
6477.5,0
6478.5,0
6479.5,0
6480.5,0
6481.5,0
6482.5,0
6483.5,0
6484.5,0
6485.5,0
6486.5,6123400
6487.5,26577200
6488.5,45096900
6489.5,54281500
6490.5,56369600
6491.5,56547900
6492.5,59909200
6493.5,64470600
6494.5,53087500
6495.5,25162700
6496.5,10378700
6497.5,157080
6498.5,0
6499.5,0
6500.5,0
6501.5,0
6502.5,0
6503.5,0
6504.5,0
6505.5,0
6506.5,0
6507.5,0
6508.5,0
6509.5,0
6510.5,2209480
6511.5,365646
6512.5,37981600
6513.5,25560000
6514.5,24653000
6515.5,49244600
6516.5,42803800
6517.5,27159000
6518.5,20386800
6519.5,2514370
6520.5,1552410
6521.5,0
6522.5,0
6523.5,0
6524.5,0
6525.5,0
6526.5,0
6527.5,0
6528.5,0
6529.5,0
6530.5,0
6531.5,0
6532.5,0
6533.5,0
6534.5,1089880
6535.5,10447200
6536.5,11251800
6537.5,13286800
6538.5,14117200
6539.5,11574700
6540.5,14336000
6541.5,17842900
6542.5,9481100
6543.5,8185680
6544.5,5420190
6545.5,0
6546.5,0
6547.5,0
6548.5,0
6549.5,0
6550.5,0
6551.5,0
6552.5,0
6553.5,0
6554.5,0
6555.5,0
6556.5,0
6557.5,0
6558.5,5159550
6559.5,23637400
6560.5,41736600
6561.5,56178200
6562.5,66691700
6563.5,70479400
6564.5,68762900
6565.5,61281800
6566.5,49118700
6567.5,32546900
6568.5,13373900
6569.5,0
6570.5,0
6571.5,0
6572.5,0
6573.5,0
6574.5,0
6575.5,0
6576.5,0
6577.5,0
6578.5,0
6579.5,0
6580.5,0
6581.5,0
6582.5,3907030
6583.5,21426900
6584.5,39037800
6585.5,52523600
6586.5,62578400
6587.5,66476700
6588.5,65146500
6589.5,57897300
6590.5,46122600
6591.5,30561700
6592.5,11306600
6593.5,0
6594.5,0
6595.5,0
6596.5,0
6597.5,0
6598.5,0
6599.5,0
6600.5,0
6601.5,0
6602.5,0
6603.5,0
6604.5,0
6605.5,0
6606.5,4034340
6607.5,20400800
6608.5,37973800
6609.5,51014700
6610.5,57504800
6611.5,42068900
6612.5,58501500
6613.5,51563400
6614.5,40763400
6615.5,16752200
6616.5,8702060
6617.5,0
6618.5,0
6619.5,0
6620.5,0
6621.5,0
6622.5,0
6623.5,0
6624.5,0
6625.5,0
6626.5,0
6627.5,0
6628.5,0
6629.5,0
6630.5,0
6631.5,1740690
6632.5,4202050
6633.5,6667970
6634.5,7036700
6635.5,11461500
6636.5,3458070
6637.5,10892700
6638.5,5123640
6639.5,4028050
6640.5,5495650
6641.5,0
6642.5,0
6643.5,0
6644.5,0
6645.5,0
6646.5,0
6647.5,0
6648.5,0
6649.5,0
6650.5,0
6651.5,0
6652.5,0
6653.5,0
6654.5,3731810
6655.5,23145000
6656.5,43634700
6657.5,59018200
6658.5,33838600
6659.5,72527000
6660.5,71400900
6661.5,65027400
6662.5,53286000
6663.5,36627900
6664.5,11622300
6665.5,0
6666.5,0
6667.5,0
6668.5,0
6669.5,0
6670.5,0
6671.5,0
6672.5,0
6673.5,0
6674.5,0
6675.5,0
6676.5,0
6677.5,0
6678.5,5269330
6679.5,28092700
6680.5,48331800
6681.5,63195400
6682.5,72101400
6683.5,75856800
6684.5,73828600
6685.5,22287600
6686.5,43442400
6687.5,16822700
6688.5,14343400
6689.5,0
6690.5,0
6691.5,0
6692.5,0
6693.5,0
6694.5,0
6695.5,0
6696.5,0
6697.5,0
6698.5,0
6699.5,0
6700.5,0
6701.5,0
6702.5,177701
6703.5,5960420
6704.5,9408440
6705.5,15085400
6706.5,8923020
6707.5,53945400
6708.5,67521900
6709.5,55447900
6710.5,22913300
6711.5,23557200
6712.5,5139500
6713.5,0
6714.5,0
6715.5,0
6716.5,0
6717.5,0
6718.5,0
6719.5,0
6720.5,0
6721.5,0
6722.5,0
6723.5,0
6724.5,0
6725.5,0
6726.5,5137240
6727.5,28818800
6728.5,49819100
6729.5,64252300
6730.5,72817000
6731.5,75918200
6732.5,66509600
6733.5,61406700
6734.5,46035400
6735.5,36697900
6736.5,13965800
6737.5,0
6738.5,0
6739.5,0
6740.5,0
6741.5,0
6742.5,0
6743.5,0
6744.5,0
6745.5,0
6746.5,0
6747.5,0
6748.5,0
6749.5,0
6750.5,3292220
6751.5,15058100
6752.5,22483900
6753.5,50341100
6754.5,24446600
6755.5,39104800
6756.5,47843900
6757.5,34741800
6758.5,25213300
6759.5,5620510
6760.5,3744980
6761.5,0
6762.5,0
6763.5,0
6764.5,0
6765.5,0
6766.5,0
6767.5,0
6768.5,0
6769.5,0
6770.5,0
6771.5,0
6772.5,0
6773.5,0
6774.5,1007870
6775.5,2656090
6776.5,15292300
6777.5,16246300
6778.5,7029880
6779.5,12773100
6780.5,7617030
6781.5,10214100
6782.5,11021200
6783.5,4170290
6784.5,3632760
6785.5,0
6786.5,0
6787.5,0
6788.5,0
6789.5,0
6790.5,0
6791.5,0
6792.5,0
6793.5,0
6794.5,0
6795.5,0
6796.5,0
6797.5,0
6798.5,172682
6799.5,3110840
6800.5,8622120
6801.5,10297900
6802.5,13514900
6803.5,15097800
6804.5,13033600
6805.5,12425000
6806.5,11051100
6807.5,4621670
6808.5,1487440
6809.5,0
6810.5,0
6811.5,0
6812.5,0
6813.5,0
6814.5,0
6815.5,0
6816.5,0
6817.5,0
6818.5,0
6819.5,0
6820.5,0
6821.5,0
6822.5,187351
6823.5,2942630
6824.5,8414680
6825.5,7803450
6826.5,11303100
6827.5,3284500
6828.5,8597250
6829.5,7051940
6830.5,7652750
6831.5,367949
6832.5,9768890
6833.5,0
6834.5,0
6835.5,0
6836.5,0
6837.5,0
6838.5,0
6839.5,0
6840.5,0
6841.5,0
6842.5,0
6843.5,0
6844.5,0
6845.5,0
6846.5,2243790
6847.5,23688300
6848.5,43569600
6849.5,11417500
6850.5,11766700
6851.5,16487700
6852.5,10228500
6853.5,27069000
6854.5,12262800
6855.5,7938350
6856.5,9505960
6857.5,0
6858.5,0
6859.5,0
6860.5,0
6861.5,0
6862.5,0
6863.5,0
6864.5,0
6865.5,0
6866.5,0
6867.5,0
6868.5,0
6869.5,0
6870.5,3115590
6871.5,29473000
6872.5,51394000
6873.5,67003100
6874.5,76359400
6875.5,76359400
6876.5,76359400
6877.5,69292700
6878.5,55776000
6879.5,37402800
6880.5,13254800
6881.5,0
6882.5,0
6883.5,0
6884.5,0
6885.5,0
6886.5,0
6887.5,0
6888.5,0
6889.5,0
6890.5,0
6891.5,0
6892.5,0
6893.5,0
6894.5,2876960
6895.5,15611100
6896.5,48607400
6897.5,63741000
6898.5,67662000
6899.5,56605700
6900.5,61794100
6901.5,40283500
6902.5,25010500
6903.5,14121600
6904.5,3181280
6905.5,0
6906.5,0
6907.5,0
6908.5,0
6909.5,0
6910.5,0
6911.5,0
6912.5,0
6913.5,0
6914.5,0
6915.5,0
6916.5,0
6917.5,0
6918.5,152506
6919.5,8793110
6920.5,858743
6921.5,4923560
6922.5,8101960
6923.5,5858250
6924.5,3473860
6925.5,10805100
6926.5,7381200
6927.5,25352900
6928.5,6171780
6929.5,0
6930.5,0
6931.5,0
6932.5,0
6933.5,0
6934.5,0
6935.5,0
6936.5,0
6937.5,0
6938.5,0
6939.5,0
6940.5,0
6941.5,0
6942.5,2311610
6943.5,26384900
6944.5,46827000
6945.5,61251200
6946.5,37053100
6947.5,29943000
6948.5,8862770
6949.5,40283200
6950.5,23560100
6951.5,10511800
6952.5,1896710
6953.5,0
6954.5,0
6955.5,0
6956.5,0
6957.5,0
6958.5,0
6959.5,0
6960.5,0
6961.5,0
6962.5,0
6963.5,0
6964.5,0
6965.5,0
6966.5,1870460
6967.5,26118700
6968.5,47730400
6969.5,63290900
6970.5,72561200
6971.5,76023500
6972.5,73868000
6973.5,66013600
6974.5,53197300
6975.5,34436600
6976.5,11020000
6977.5,0
6978.5,0
6979.5,0
6980.5,0
6981.5,0
6982.5,0
6983.5,0
6984.5,0
6985.5,0
6986.5,0
6987.5,0
6988.5,0
6989.5,0
6990.5,878710
6991.5,5200210
6992.5,11084000
6993.5,12291400
6994.5,30918500
6995.5,20775400
6996.5,32204300
6997.5,26069100
6998.5,19701400
6999.5,2960010
7000.5,851773
7001.5,0
7002.5,0
7003.5,0
7004.5,0
7005.5,0
7006.5,0
7007.5,0
7008.5,0
7009.5,0
7010.5,0
7011.5,0
7012.5,0
7013.5,0
7014.5,1486860
7015.5,13800500
7016.5,46447400
7017.5,62207800
7018.5,58189100
7019.5,61280500
7020.5,72777100
7021.5,57357100
7022.5,38936100
7023.5,28926700
7024.5,7660300
7025.5,0
7026.5,0
7027.5,0
7028.5,0
7029.5,0
7030.5,0
7031.5,0
7032.5,0
7033.5,0
7034.5,0
7035.5,0
7036.5,0
7037.5,0
7038.5,349429
7039.5,10173300
7040.5,35222700
7041.5,48371400
7042.5,71722900
7043.5,61948600
7044.5,72597900
7045.5,65043500
7046.5,51689600
7047.5,33105500
7048.5,9461000
7049.5,0
7050.5,0
7051.5,0
7052.5,0
7053.5,0
7054.5,0
7055.5,0
7056.5,0
7057.5,0
7058.5,0
7059.5,0
7060.5,0
7061.5,0
7062.5,1127420
7063.5,24542700
7064.5,45816900
7065.5,60528100
7066.5,69375800
7067.5,72043300
7068.5,68893600
7069.5,60932500
7070.5,48594700
7071.5,30479500
